timestamp,temperature_c,ph,conductivity_ms,turbidity_ntu,uv_absorption,flow_rate_lmin,is_anomaly
2017-07-22 08:31:00,7.24,8.54208,0.0216009,0.127662,3.79402,61.0184,0
2017-07-22 08:32:00,7.24,8.54024,0.0216049,0.12765,3.78609,60.2712,0
2017-07-22 08:33:00,7.23,8.53839,0.0216065,0.127714,3.78629,60.6138,0
2017-07-22 08:34:00,7.23,8.54024,0.0216078,0.127746,3.78682,60.9602,0
2017-07-22 08:35:00,7.24,8.54024,0.0216123,0.128672,3.78826,59.6254,0
2017-07-22 08:36:00,7.23,8.54024,0.0216048,0.128079,3.78228,59.681,0
2017-07-22 08:37:00,7.23,8.53839,0.0216042,0.127931,3.77422,61.5465,0
2017-07-22 08:38:00,7.23,8.54208,0.02161,0.127943,3.79375,60.6138,0
2017-07-22 08:39:00,7.23,8.54208,0.021611,0.128355,3.78997,59.0205,0
2017-07-22 08:40:00,7.23,8.54024,0.0216026,0.128422,3.78826,60.8443,0
2017-07-22 08:41:00,7.23,8.54024,0.0216113,0.128119,3.78384,59.1569,0
2017-07-22 08:42:00,7.23,8.54024,0.0216082,0.12808,3.79159,59.2117,0
2017-07-22 08:43:00,7.23,8.54024,0.0216055,0.126638,3.78832,60.6138,0
2017-07-22 08:44:00,7.23,8.54208,0.0216038,0.127402,3.78125,59.8485,0
2017-07-22 08:45:00,7.23,8.54208,0.0216033,0.127611,3.80235,60.6569,0
2017-07-22 08:46:00,7.23,8.54024,0.0216006,0.127149,3.78973,60.5564,0
2017-07-22 08:47:00,7.23,8.54024,0.0215984,0.128533,3.79084,59.3352,0
2017-07-22 08:48:00,7.22,8.54024,0.0215918,0.128347,3.79127,60.8443,0
2017-07-22 08:49:00,7.22,8.54024,0.0215943,0.128251,3.78766,60.6281,0
2017-07-22 08:50:00,7.22,8.54024,0.0215933,0.128256,3.79097,59.1159,0
2017-07-22 08:51:00,7.23,8.54208,0.021584,0.12802,3.78422,59.681,0
2017-07-22 08:52:00,7.22,8.54024,0.0215819,0.128124,3.78391,61.4136,0
2017-07-22 08:53:00,7.23,8.54018,0.0215827,0.128193,3.78736,59.1569,0
2017-07-22 08:54:00,7.22,8.53839,0.02158,0.128453,3.78995,60.5851,0
2017-07-22 08:55:00,7.23,8.54024,0.0215744,0.128369,3.78158,60.385,0
2017-07-22 08:56:00,7.22,8.54208,0.0215704,0.128371,3.79102,59.2117,0
2017-07-22 08:57:00,7.23,8.53839,0.0215702,0.128373,3.77539,59.681,0
2017-07-22 08:58:00,7.23,8.54024,0.0215697,0.128108,3.78957,60.9167,0
2017-07-22 08:59:00,7.24,8.54024,0.0215626,0.129225,3.80031,58.8983,0
2017-07-22 09:00:00,7.24,8.53839,0.0215617,0.127817,3.7972,60.5564,0
2017-07-22 09:01:00,7.24,8.53655,0.0215587,0.128547,3.7921,60.7288,0
2017-07-22 09:02:00,7.23,8.53839,0.0215537,0.128666,3.79226,60.1721,0
2017-07-22 09:03:00,7.24,8.53839,0.0215524,0.128603,3.79321,59.3352,0
2017-07-22 09:04:00,7.23,8.54024,0.021551,0.128615,3.79083,60.8588,0
2017-07-22 09:05:00,7.24,8.53839,0.0215485,0.128738,3.77938,60.9893,0
2017-07-22 09:06:00,7.22,8.54024,0.0215385,0.128774,3.78654,59.2391,0
2017-07-22 09:07:00,7.22,8.54024,0.0215359,0.128773,3.7963,60.385,0
2017-07-22 09:08:00,7.22,8.54024,0.0215329,0.128862,3.78323,60.9893,0
2017-07-22 09:09:00,7.23,8.54024,0.0215317,0.128907,3.79591,60.385,0
2017-07-22 09:10:00,7.22,8.54208,0.0215225,0.128934,3.7921,60.9602,0
2017-07-22 09:11:00,7.22,8.54392,0.0215227,0.127857,3.80006,60.3281,0
2017-07-22 09:12:00,7.22,8.54761,0.0215181,0.128903,3.78687,59.5007,0
2017-07-22 09:13:00,7.22,8.54577,0.0215059,0.128227,3.79006,60.4992,0
2017-07-22 09:14:00,7.21,8.54761,0.0215008,0.12803,3.7953,60.4849,0
2017-07-22 09:15:00,7.21,8.54761,0.021498,0.129348,3.80118,60.9602,0
2017-07-22 09:16:00,7.21,8.5513,0.0214918,0.129249,3.79056,61.2813,0
2017-07-22 09:17:00,7.21,8.54945,0.0214835,0.130197,3.78689,61.0912,0
2017-07-22 09:18:00,7.22,8.55314,0.0214838,0.12896,3.79276,60.8588,0
2017-07-22 09:19:00,7.22,8.55498,0.0214759,0.127907,3.79667,59.1843,0
2017-07-22 09:20:00,7.23,8.55314,0.021471,0.129774,3.7888,60.9167,0
2017-07-22 09:21:00,7.23,8.55682,0.0214632,0.129903,3.79586,60.7865,0
2017-07-22 09:22:00,7.23,8.55498,0.0214505,0.130169,3.79587,60.4992,0
2017-07-22 09:23:00,7.24,8.56051,0.0214495,0.128494,3.8035,59.7228,0
2017-07-22 09:24:00,7.24,8.56051,0.0214407,0.129263,3.7825,60.5564,0
2017-07-22 09:25:00,7.24,8.56051,0.0214348,0.129418,3.79772,59.3765,0
2017-07-22 09:26:00,7.24,8.5642,0.0214266,0.12958,3.79359,59.1569,0
2017-07-22 09:27:00,7.24,8.5642,0.0214175,0.12955,3.78713,59.404,0
2017-07-22 09:28:00,7.24,8.5642,0.0214055,0.129204,3.80195,59.681,0
2017-07-22 09:29:00,7.24,8.5642,0.0213975,0.129299,3.79678,60.6281,0
2017-07-22 09:30:00,7.24,8.56604,0.0213926,0.129316,3.7898,60.1579,0
2017-07-22 09:31:00,7.23,8.56604,0.0213863,0.129337,3.80484,60.8877,0
2017-07-22 09:32:00,7.23,8.56604,0.0213777,0.129429,3.80382,60.4278,0
2017-07-22 09:33:00,7.24,8.56788,0.0213739,0.129473,3.80052,61.0184,0
2017-07-22 09:34:00,7.24,8.56788,0.0213605,0.129473,3.7991,60.8154,0
2017-07-22 09:35:00,7.23,8.56973,0.0213498,0.129181,3.80729,59.404,0
2017-07-22 09:36:00,7.24,8.56788,0.0213455,0.129238,3.7981,60.2004,0
2017-07-22 09:37:00,7.23,8.56788,0.0213343,0.129225,3.80414,61.2813,0
2017-07-22 09:38:00,7.23,8.56788,0.0213316,0.129261,3.80022,58.8712,0
2017-07-22 09:39:00,7.24,8.56788,0.0213271,0.129234,3.80329,60.9167,0
2017-07-22 09:40:00,7.24,8.56604,0.0213194,0.128711,3.8039,59.2802,0
2017-07-22 09:41:00,7.24,8.56788,0.0213126,0.129596,3.80216,60.7288,0
2017-07-22 09:42:00,7.23,8.56788,0.0213023,0.129508,3.80161,61.0184,0
2017-07-22 09:43:00,7.24,8.56604,0.0212953,0.129551,3.80863,59.0886,0
2017-07-22 09:44:00,7.24,8.56604,0.0212864,0.129455,3.7979,59.7507,0
2017-07-22 09:45:00,7.24,8.56604,0.0212788,0.130324,3.79237,60.6856,0
2017-07-22 09:46:00,7.24,8.56604,0.0212678,0.12966,3.78943,60.7865,0
2017-07-22 09:47:00,7.23,8.56604,0.0212552,0.129692,3.79599,59.3352,0
2017-07-22 09:48:00,7.24,8.5642,0.0212494,0.129585,3.79237,60.2571,0
2017-07-22 09:49:00,7.24,8.5642,0.0212343,0.129441,3.79666,60.6569,0
2017-07-22 09:50:00,7.24,8.56236,0.0212294,0.129474,3.80181,60.8154,0
2017-07-22 09:51:00,7.24,8.56051,0.0212203,0.128512,3.80274,60.385,0
2017-07-22 09:52:00,7.24,8.5642,0.0212168,0.129175,3.79158,58.8983,0
2017-07-22 09:53:00,7.24,8.5642,0.0212093,0.129167,3.80649,59.3352,0
2017-07-22 09:54:00,7.24,8.56051,0.0211934,0.129522,3.78923,60.2571,0
2017-07-22 09:55:00,7.24,8.56051,0.0211925,0.128975,3.79179,61.1788,0
2017-07-22 09:56:00,7.24,8.55867,0.0211914,0.128961,3.7978,59.3352,0
2017-07-22 09:57:00,7.24,8.56236,0.021185,0.128961,3.79186,59.1569,0
2017-07-22 09:58:00,7.24,8.56051,0.0211757,0.129003,3.80003,59.1569,0
2017-07-22 09:59:00,7.24,8.56236,0.0211705,0.128939,3.78778,60.8588,0
2017-07-22 10:00:00,7.24,8.56236,0.0211666,0.128915,3.79443,60.0732,0
2017-07-22 10:01:00,7.24,8.56051,0.0211572,0.129573,3.79822,60.9893,0
2017-07-22 10:02:00,7.24,8.56051,0.0211464,0.12935,3.81106,60.7865,0
2017-07-22 10:03:00,7.24,8.55867,0.0211448,0.129229,3.80522,60.7288,0
2017-07-22 10:04:00,7.24,8.56051,0.0211375,0.129086,3.80563,60.6569,0
2017-07-22 10:05:00,7.24,8.56236,0.02113,0.129044,3.80657,61.0475,0
2017-07-22 10:06:00,7.24,8.5642,0.0211183,0.128871,3.80335,61.3842,0
2017-07-22 10:07:00,7.24,8.56236,0.0211125,0.128829,3.81347,59.1159,0
2017-07-22 10:08:00,7.23,8.56051,0.0211121,0.127335,3.79456,60.4278,0
2017-07-22 10:09:00,7.23,8.55867,0.0211027,0.128629,3.79886,60.7865,0
2017-07-22 10:10:00,7.24,8.56051,0.021102,0.128586,3.80455,61.0184,0
2017-07-22 10:11:00,7.24,8.56051,0.021091,0.128618,3.80445,61.0912,0
2017-07-22 10:12:00,7.24,8.56236,0.021086,0.128591,3.80586,59.1843,0
2017-07-22 10:13:00,7.24,8.5642,0.0210795,0.128602,3.8081,61.0184,0
2017-07-22 10:14:00,7.24,8.56051,0.0210742,0.128492,3.80259,59.7089,0
2017-07-22 10:15:00,7.23,8.56051,0.0210652,0.128527,3.79312,59.5977,0
2017-07-22 10:16:00,7.23,8.55867,0.0210594,0.129344,3.79664,58.9933,0
2017-07-22 10:17:00,7.24,8.55867,0.0210562,0.12776,3.80572,60.9167,0
2017-07-22 10:18:00,7.23,8.55867,0.0210527,0.129298,3.79799,60.9167,0
2017-07-22 10:19:00,7.23,8.56051,0.0210497,0.129093,3.79537,60.7865,0
2017-07-22 10:20:00,7.23,8.55867,0.0210413,0.128993,3.80411,60.4278,0
2017-07-22 10:21:00,7.23,8.55682,0.021037,0.128861,3.8039,60.4278,0
2017-07-22 10:22:00,7.23,8.55498,0.0210354,0.128258,3.78997,60.6856,0
2017-07-22 10:23:00,7.24,8.55314,0.0210339,0.127833,3.80955,60.9457,0
2017-07-22 10:24:00,7.24,8.55314,0.0210329,0.130724,3.80523,60.2712,0
2017-07-22 10:25:00,7.24,8.5513,0.0210309,0.128382,3.79891,60.8588,0
2017-07-22 10:26:00,7.24,8.55314,0.0210271,0.128397,3.79728,59.9466,0
2017-07-22 10:27:00,7.24,8.55314,0.0210284,0.129171,3.80366,60.1297,0
2017-07-22 10:28:00,7.25,8.5513,0.0210301,0.128137,3.80156,60.2996,0
2017-07-22 10:29:00,7.25,8.54761,0.0210151,0.128256,3.80308,60.4278,0
2017-07-22 10:30:00,7.25,8.54761,0.0210143,0.128291,3.80071,60.6138,0
2017-07-22 10:31:00,7.25,8.54577,0.021018,0.128253,3.79862,59.8485,0
2017-07-22 10:32:00,7.25,8.54577,0.0210145,0.127852,3.79346,60.7288,0
2017-07-22 10:33:00,7.25,8.54761,0.0210124,0.128106,3.79029,60.5564,0
2017-07-22 10:34:00,7.25,8.54761,0.0210123,0.128214,3.81006,60.6138,0
2017-07-22 10:35:00,7.24,8.54208,0.0210141,0.128335,3.79468,60.9893,0
2017-07-22 10:36:00,7.24,8.54024,0.021005,0.128418,3.80072,60.3565,0
2017-07-22 10:37:00,7.25,8.54024,0.0210103,0.128944,3.79665,60.9602,0
2017-07-22 10:38:00,7.25,8.54208,0.0210072,0.127608,3.8026,60.6856,0
2017-07-22 10:39:00,7.25,8.53839,0.0210105,0.127762,3.79184,60.6856,0
2017-07-22 10:40:00,7.24,8.54024,0.0210095,0.128319,3.79827,59.3765,0
2017-07-22 10:41:00,7.24,8.53839,0.0210072,0.128342,3.79847,60.8443,0
2017-07-22 10:42:00,7.24,8.53655,0.0210083,0.127346,3.79836,59.4316,0
2017-07-22 10:43:00,7.24,8.53839,0.021021,0.128849,3.81436,60.7865,0
2017-07-22 10:44:00,7.24,8.53655,0.0210119,0.127765,3.79612,60.2712,0
2017-07-22 10:45:00,7.25,8.53471,0.0210145,0.128642,3.79212,60.2996,0
2017-07-22 10:46:00,7.24,8.53839,0.0210173,0.128574,3.79559,60.6138,0
2017-07-22 10:47:00,7.25,8.54024,0.0210193,0.128519,3.79301,60.7144,0
2017-07-22 10:48:00,7.25,8.53655,0.0210204,0.1284,3.79424,60.8443,0
2017-07-22 10:49:00,7.24,8.53839,0.021024,0.128407,3.80825,60.6281,0
2017-07-22 10:50:00,7.25,8.53471,0.0210243,0.128259,3.80134,60.5564,0
2017-07-22 10:51:00,7.24,8.53655,0.0210253,0.128168,3.78801,60.8588,0
2017-07-22 10:52:00,7.24,8.53839,0.0210388,0.127908,3.79641,60.7577,0
2017-07-22 10:53:00,7.24,8.53839,0.021038,0.128049,3.80357,60.2004,0
2017-07-22 10:54:00,7.25,8.54024,0.02103,0.12971,3.80662,59.0886,0
2017-07-22 10:55:00,7.24,8.53839,0.0210355,0.129444,3.79787,60.6856,0
2017-07-22 10:56:00,7.25,8.53839,0.0210387,0.129437,3.80099,60.6281,0
2017-07-22 10:57:00,7.24,8.53839,0.0210415,0.126711,3.79936,59.2665,0
2017-07-22 10:58:00,7.24,8.54024,0.0210494,0.128595,3.80146,61.0766,0
2017-07-22 10:59:00,7.24,8.54208,0.0210506,0.129791,3.79825,60.4849,0
2017-07-22 11:00:00,7.24,8.54024,0.0210508,0.127772,3.80086,61.0475,0
2017-07-22 11:01:00,7.23,8.54208,0.0210568,0.126899,3.80292,61.1788,0
2017-07-22 11:02:00,7.24,8.54024,0.0210571,0.128686,3.79946,60.9602,0
2017-07-22 11:03:00,7.24,8.54024,0.0210643,0.127568,3.80318,59.2665,0
2017-07-22 11:04:00,7.24,8.54208,0.0210672,0.127999,3.79906,61.3254,0
2017-07-22 11:05:00,7.24,8.54208,0.0210718,0.127987,3.80307,61.0912,0
2017-07-22 11:06:00,7.24,8.54577,0.0210708,0.128059,3.79433,61.0766,0
2017-07-22 11:07:00,7.24,8.54577,0.0210706,0.128084,3.79996,60.7288,0
2017-07-22 11:08:00,7.24,8.54577,0.0210818,0.128033,3.79106,59.4592,0
2017-07-22 11:09:00,7.24,8.54392,0.0210666,0.127658,3.81022,60.9167,0
2017-07-22 11:10:00,7.24,8.54577,0.0210732,0.129761,3.80374,60.5564,0
2017-07-22 11:11:00,7.24,8.54577,0.0210843,0.128526,3.8021,60.7288,0
2017-07-22 11:12:00,7.24,8.54945,0.0210799,0.128459,3.79318,61.2813,0
2017-07-22 11:13:00,7.24,8.54761,0.0210841,0.128458,3.79966,60.7288,0
2017-07-22 11:14:00,7.24,8.54945,0.0210842,0.128322,3.79227,60.8588,0
2017-07-22 11:15:00,7.23,8.55314,0.0210807,0.127953,3.80274,61.2813,0
2017-07-22 11:16:00,7.22,8.54761,0.021083,0.128056,3.80726,61.5613,0
2017-07-22 11:17:00,7.23,8.54761,0.0210816,0.128059,3.8028,61.0184,0
2017-07-22 11:18:00,7.23,8.5513,0.0210854,0.128172,3.796,60.8588,0
2017-07-22 11:19:00,7.23,8.55314,0.0210873,0.127192,3.80364,59.1843,0
2017-07-22 11:20:00,7.23,8.55314,0.0210797,0.128553,3.80614,61.4136,0
2017-07-22 11:21:00,7.23,8.5513,0.0210912,0.127804,3.80178,61.0184,0
2017-07-22 11:22:00,7.22,8.55314,0.021088,0.127846,3.80248,60.8877,0
2017-07-22 11:23:00,7.23,8.5513,0.0210938,0.127822,3.8037,59.5561,0
2017-07-22 11:24:00,7.24,8.55314,0.0210845,0.127846,3.81368,60.2571,0
2017-07-22 11:25:00,7.24,8.5513,0.0210886,0.127865,3.80493,59.404,0
2017-07-22 11:26:00,7.24,8.55498,0.021086,0.127893,3.80866,60.4278,0
2017-07-22 11:27:00,7.24,8.5513,0.0210893,0.12791,3.80017,60.9602,0
2017-07-22 11:28:00,7.24,8.55314,0.0210843,0.127844,3.80573,60.4849,0
2017-07-22 11:29:00,7.24,8.55314,0.0210785,0.127872,3.79946,61.1934,0
2017-07-22 11:30:00,7.24,8.55314,0.0210748,0.127926,3.79825,60.3992,0
2017-07-22 11:31:00,7.24,8.55314,0.021079,0.127495,3.79706,59.2117,0
2017-07-22 11:32:00,7.24,8.55314,0.0210813,0.127635,3.80455,60.9167,0
2017-07-22 11:33:00,7.24,8.55314,0.0210771,0.128924,3.79822,59.5838,0
2017-07-22 11:34:00,7.24,8.55314,0.0210712,0.127471,3.80224,59.0614,0
2017-07-22 11:35:00,7.24,8.55314,0.021075,0.128323,3.80078,59.4592,0
2017-07-22 11:36:00,7.24,8.55314,0.021066,0.128227,3.80644,60.6138,0
2017-07-22 11:37:00,7.24,8.5513,0.0210661,0.128154,3.79887,60.2004,0
2017-07-22 11:38:00,7.24,8.5513,0.0210649,0.128234,3.80216,59.0478,0
2017-07-22 11:39:00,7.24,8.5513,0.0210648,0.127874,3.79875,61.2813,0
2017-07-22 11:40:00,7.24,8.5513,0.0210525,0.128526,3.80524,59.3765,0
2017-07-22 11:41:00,7.24,8.5513,0.0210543,0.127618,3.80413,60.7577,0
2017-07-22 11:42:00,7.24,8.5513,0.0210513,0.134533,3.80656,60.8443,0
2017-07-22 11:43:00,7.24,8.54945,0.0210459,0.1279,3.7964,61.0184,0
2017-07-22 11:44:00,7.24,8.54761,0.0210374,0.127919,3.7945,59.7507,0
2017-07-22 11:45:00,7.24,8.54577,0.0210472,0.129271,3.80371,60.6281,0
2017-07-22 11:46:00,7.24,8.54761,0.0210416,0.127613,3.79769,60.7288,0
2017-07-22 11:47:00,7.24,8.54577,0.0210375,0.127708,3.79764,61.0184,0
2017-07-22 11:48:00,7.24,8.54577,0.0210419,0.127731,3.79848,60.9602,0
2017-07-22 11:49:00,7.24,8.54208,0.0210441,0.126821,3.80125,60.2004,0
2017-07-22 11:50:00,7.24,8.54024,0.0210397,0.127423,3.79953,60.7865,0
2017-07-22 11:51:00,7.23,8.54392,0.0210393,0.128588,3.79201,59.3352,0
2017-07-22 11:52:00,7.24,8.54024,0.0210348,0.128385,3.79509,60.385,0
2017-07-22 11:53:00,7.24,8.53839,0.0210373,0.128246,3.80202,58.7766,0
2017-07-22 11:54:00,7.23,8.54024,0.0210284,0.129911,3.79559,60.9602,0
2017-07-22 11:55:00,7.24,8.53839,0.0210295,0.128227,3.79532,60.6138,0
2017-07-22 11:56:00,7.24,8.53655,0.0210246,0.128227,3.79669,59.6254,0
2017-07-22 11:57:00,7.24,8.53471,0.0210189,0.128202,3.803,59.681,0
2017-07-22 11:58:00,7.24,8.53839,0.0210102,0.128291,3.80073,60.5278,0
2017-07-22 11:59:00,7.24,8.53655,0.0210156,0.128268,3.79338,59.5561,0
2017-07-22 12:00:00,7.24,8.53471,0.0210078,0.128324,3.81358,58.7496,0
2017-07-22 12:01:00,7.24,8.53471,0.0210039,0.128362,3.80444,60.3565,0
2017-07-22 12:02:00,7.24,8.53471,0.0210016,0.128671,3.7953,60.7144,0
2017-07-22 12:03:00,7.24,8.53471,0.0210061,0.127606,3.79405,58.9933,0
2017-07-22 12:04:00,7.23,8.53471,0.020995,0.128569,3.79971,59.2665,0
2017-07-22 12:05:00,7.23,8.53471,0.020996,0.128022,3.79737,60.7865,0
2017-07-22 12:06:00,7.23,8.53471,0.0209935,0.127975,3.80311,60.2571,0
2017-07-22 12:07:00,7.24,8.53471,0.0209909,0.128073,3.80272,60.7865,0
2017-07-22 12:08:00,7.24,8.53655,0.0210053,0.128107,3.80315,60.9602,0
2017-07-22 12:09:00,7.24,8.53471,0.0209887,0.1276,3.79554,60.7288,0
2017-07-22 12:10:00,7.23,8.53471,0.0209937,0.127636,3.79736,59.0886,0
2017-07-22 12:11:00,7.23,8.53471,0.0209907,0.127701,3.80423,61.1934,0
2017-07-22 12:12:00,7.23,8.53839,0.020992,0.127689,3.79381,60.4849,0
2017-07-22 12:13:00,7.23,8.53471,0.0209894,0.127743,3.80537,59.7786,0
2017-07-22 12:14:00,7.23,8.53839,0.0209859,0.127483,3.79208,61.1496,0
2017-07-22 12:15:00,7.24,8.53839,0.0209919,0.127648,3.79331,60.6569,0
2017-07-22 12:16:00,7.24,8.54024,0.0209916,0.127757,3.78965,59.3765,0
2017-07-22 12:17:00,7.24,8.54024,0.0209899,0.128681,3.79048,61.0912,0
2017-07-22 12:18:00,7.24,8.54024,0.0209903,0.128478,3.79637,59.5977,0
2017-07-22 12:19:00,7.24,8.54024,0.020988,0.128354,3.80259,60.4992,0
2017-07-22 12:20:00,7.24,8.54392,0.0209825,0.128163,3.80144,59.3765,0
2017-07-22 12:21:00,7.24,8.54208,0.0209864,0.128859,3.78653,60.6138,0
2017-07-22 12:22:00,7.23,8.54024,0.0209866,0.127886,3.7994,60.8443,0
2017-07-22 12:23:00,7.23,8.54208,0.0209796,0.12784,3.78974,60.2712,0
2017-07-22 12:24:00,7.22,8.54024,0.0209851,0.127897,3.79458,60.0732,0
2017-07-22 12:25:00,7.22,8.54208,0.0209939,0.127974,3.80181,59.2117,0
2017-07-22 12:26:00,7.23,8.54208,0.0209848,0.12796,3.79703,60.4849,0
2017-07-22 12:27:00,7.23,8.54392,0.0209875,0.127115,3.80075,60.385,0
2017-07-22 12:28:00,7.23,8.54577,0.0209941,0.128337,3.79631,60.8588,0
2017-07-22 12:29:00,7.23,8.54392,0.0209922,0.128333,3.80167,60.4278,0
2017-07-22 12:30:00,7.23,8.54392,0.020989,0.128309,3.79976,60.9167,0
2017-07-22 12:31:00,7.23,8.54024,0.02099,0.127726,3.79756,59.1433,0
2017-07-22 12:32:00,7.24,8.54392,0.0209909,0.128137,3.79911,59.0478,0
2017-07-22 12:33:00,7.24,8.54208,0.0209937,0.127745,3.80134,60.4278,0
2017-07-22 12:34:00,7.24,8.54208,0.020989,0.127163,3.79611,61.0475,0
2017-07-22 12:35:00,7.24,8.54577,0.0209912,0.128172,3.79754,60.9602,0
2017-07-22 12:36:00,7.24,8.54024,0.0209891,0.128161,3.79698,60.7865,0
2017-07-22 12:37:00,7.24,8.54024,0.020986,0.128141,3.7991,60.4849,0
2017-07-22 12:38:00,7.24,8.54024,0.0209897,0.128101,3.79079,60.9602,0
2017-07-22 12:39:00,7.24,8.54024,0.0209822,0.128154,3.79377,60.4278,0
2017-07-22 12:40:00,7.24,8.54024,0.0209882,0.128181,3.80138,59.5977,0
2017-07-22 12:41:00,7.24,8.54208,0.0209804,0.127599,3.80276,60.2004,0
2017-07-22 12:42:00,7.24,8.54024,0.0209942,0.127686,3.79693,59.2665,0
2017-07-22 12:43:00,7.24,8.54024,0.0209945,0.12774,3.79783,59.0614,0
2017-07-22 12:44:00,7.24,8.53839,0.0209892,0.127837,3.80068,60.7288,0
2017-07-22 12:45:00,7.24,8.53839,0.0209942,0.127549,3.796,61.0184,0
2017-07-22 12:46:00,7.24,8.54208,0.0209862,0.127784,3.80348,60.7288,0
2017-07-22 12:47:00,7.24,8.54024,0.0209941,0.127942,3.79544,59.1569,0
2017-07-22 12:48:00,7.24,8.54208,0.0209935,0.128409,3.80028,60.5564,0
2017-07-22 12:49:00,7.24,8.54024,0.0209908,0.128248,3.79919,58.8306,0
2017-07-22 12:50:00,7.25,8.54024,0.0209941,0.128429,3.79617,60.2571,0
2017-07-22 12:51:00,7.25,8.54024,0.0209938,0.128195,3.7963,60.031,0
2017-07-22 12:52:00,7.25,8.54024,0.020991,0.128019,3.79807,60.9602,0
2017-07-22 12:53:00,7.25,8.54024,0.0209901,0.128187,3.80431,59.3352,0
2017-07-22 12:54:00,7.24,8.53839,0.0209918,0.127026,3.80362,60.2712,0
2017-07-22 12:55:00,7.24,8.54208,0.0209892,0.127216,3.7988,60.9457,0
2017-07-22 12:56:00,7.24,8.54024,0.0209908,0.127426,3.8034,59.2391,0
2017-07-22 12:57:00,7.24,8.54024,0.020993,0.127894,3.80591,60.5564,0
2017-07-22 12:58:00,7.24,8.53839,0.0209913,0.127918,3.79768,58.8306,0
2017-07-22 12:59:00,7.24,8.54024,0.0209908,0.127881,3.79404,60.4992,0
2017-07-22 13:00:00,7.24,8.54024,0.0209897,0.127901,3.79447,59.2391,0
2017-07-22 13:01:00,7.24,8.54024,0.02099,0.1279,3.79022,60.8588,0
2017-07-22 13:02:00,7.24,8.54392,0.020988,0.127916,3.80282,61.1203,0
2017-07-22 13:03:00,7.24,8.54208,0.0209934,0.127847,3.79679,60.1297,0
2017-07-22 13:04:00,7.24,8.54208,0.0210016,0.127791,3.79318,60.2571,0
2017-07-22 13:05:00,7.24,8.54024,0.0209866,0.127881,3.79859,58.939,0
2017-07-22 13:06:00,7.24,8.54208,0.0210011,0.127859,3.80359,60.8877,0
2017-07-22 13:07:00,7.24,8.54392,0.0209975,0.127874,3.80147,59.2802,0
2017-07-22 13:08:00,7.24,8.54208,0.0209922,0.127835,3.79571,60.6856,0
2017-07-22 13:09:00,7.24,8.54577,0.0209913,0.126401,3.7999,60.6856,0
2017-07-22 13:10:00,7.24,8.54577,0.020997,0.128971,3.80042,60.8588,0
2017-07-22 13:11:00,7.24,8.54577,0.0210019,0.128138,3.80746,60.8877,0
2017-07-22 13:12:00,7.24,8.54208,0.020992,0.128411,3.79291,59.2117,0
2017-07-22 13:13:00,7.24,8.54577,0.020995,0.129423,3.79591,60.8443,0
2017-07-22 13:14:00,7.24,8.54392,0.0209863,0.127411,3.79769,61.1934,0
2017-07-22 13:15:00,7.24,8.54577,0.0209902,0.127544,3.7997,61.5169,0
2017-07-22 13:16:00,7.24,8.54945,0.0209962,0.129157,3.79675,59.5007,0
